tipo_de_inmueble,direccion,area_construida,area_total,pisos,dormitorios,baños,cochera,precio_soles,precio_dolares
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Comas",105.0,105.0,4,3,2,0,2000,537
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Ate",51.97,51.97,4,3,1,1,192920,52000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",90.0,90.0,2,3,2,1,612150,165000
CASA URBANA EN ALQUILER,"Lima, Lima, Carabayllo",90.0,90.0,1,2,1,1,1200,322
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, La Victoria",60.09,60.09,4,2,2,1,2250,604
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Santiago de Surco",104.0,104.0,3,4,3,0,704900,190000
DEPARTAMENTO EN VENTA,"Lima, Lima, Santiago de Surco",58.16,90.03,1,3,2,0,426650,115000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Villa el Salvador",72.79,75.13,2,2,1,0,241150,65000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Villa el Salvador",72.88,72.88,3,2,1,0,233730,63000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Juan de Miraflores",99.85,102.85,2,3,2,1,332787,89700
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Surquillo",38.0,38.0,6,1,1,1,1112443,299850
MINIDEPARTAMENTO EN VENTA,"Lima, Lima, Lima",63.6,63.6,5,2,1,0,241150,65000
DEPARTAMENTO DUPLEX EN ALQUILER,"Lima, Lima, Miraflores",100.0,100.0,2,1,1,1,2337,630
DEPARTAMENTO EN CONDOMINIO EN VENTA,"Lima, Prov. Const. Del Callao, Callao",69.16,69.16,2,3,1,0,244860,66000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",69.55,69.55,8,2,1,0,681501,183199
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Miraflores",85.0,85.0,2,2,2,1,3060,825
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Jesus Maria",64.2,64.2,10,2,2,0,434070,117000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Pueblo Libre",57.0,57.0,2,2,2,0,2000,537
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",71.51,71.51,11,2,1,0,698450,187755
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",68.5,68.5,11,2,1,0,659515,177288
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",69.55,69.55,9,2,1,0,698926,187883
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",64.86,64.86,9,1,1,0,688992,185212
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",71.51,74.52,8,2,1,0,710697,191047
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",70.01,70.01,9,2,1,0,703549,189126
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",71.51,74.52,9,2,1,0,728613,195863
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Miraflores",96.98,123.65,11,2,1,0,1089796,292955
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",71.51,74.52,7,2,1,0,699692,188089
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Isidro",85.0,85.0,17,3,2,1,3300,887
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Miraflores",96.98,123.65,11,2,1,0,1089796,292955
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, La Molina",105.0,105.0,3,3,2,0,2200,591
DEPARTAMENTO FLAT EN VENTA,"La Libertad, Trujillo, Trujillo",76.74,74.82,10,2,2,0,222600,60000
DEPARTAMENTO EN VENTA,"Lima, Lima, San Juan de Miraflores",104.0,104.0,3,3,2,0,289380,78000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, San Miguel",78.0,78.0,3,2,2,0,448910,121000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",72.0,72.0,11,3,2,0,408100,110000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",69.55,69.55,10,2,1,0,698926,187883
CASA URBANA EN VENTA,"Lima, Lima, Puente Piedra",75.34,187.25,3,6,3,0,296800,80000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Lima",62.0,62.0,6,3,1,0,222600,60000
CASA EN VENTA,"Lima, Barranca, Barranca",147.0,540.0,0,0,0,0,612150,165000
DEPARTAMENTO EN ALQUILER,"Lima, Lima, San Borja",115.18,133.08,2,3,3,2,3600,967
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",69.55,69.55,7,2,1,0,670797,180321
DEPARTAMENTO EN VENTA,"Lima, Lima, Miraflores",70.01,70.01,7,2,1,0,675234,181514
DEPARTAMENTO EN ALQUILER,"Lima, Lima, San Miguel",78.2,78.2,6,2,2,0,1900,510
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Ate",51.97,51.97,4,3,1,1,192920,52000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Comas",105.0,105.0,4,3,2,0,2000,537
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",140.79,140.79,4,3,2,2,927500,250000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Surquillo",74.91,74.91,7,2,2,1,443345,119500
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",115.0,115.0,4,3,3,0,445200,120000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Pueblo Libre",57.0,57.0,2,2,2,0,2000,537
DEPARTAMENTO EN VENTA,"Arequipa, Arequipa, Cayma",147.2,147.2,2,3,3,1,508270,137000
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Chorrillos",70.0,70.0,4,3,1,0,2600,698
DEPARTAMENTO FLAT EN ALQUILER,"Lambayeque, Chiclayo, Chiclayo",124.0,124.0,2,4,4,1,3339,900
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Comas",105.0,105.0,4,3,2,0,2000,537
DEPARTAMENTO EN ALQUILER,"Lima, Lima, San Miguel",78.2,78.2,6,2,2,0,1900,510
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Juan de Miraflores",99.85,102.85,2,3,2,1,332787,89700
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Jesus Maria",85.0,85.0,1,2,1,0,3153,850
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",75.8,75.8,6,3,2,0,489900,131693
DEPARTAMENTO FLAT EN ALQUILER,"Lambayeque, Chiclayo, Chiclayo",124.0,124.0,2,4,4,1,3339,900
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Villa el Salvador",72.79,75.13,2,2,1,0,241150,65000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",115.0,115.0,4,3,3,0,445200,120000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Jesus Maria",64.2,64.2,10,2,2,0,434070,117000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",69.55,69.55,7,2,1,0,670797,180321
CASA URBANA EN VENTA,"Lima, Lima, Lurigancho",600.0,238.0,2,5,4,2,1361570,367000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",64.86,64.86,8,1,1,0,682367,183431
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",71.51,74.52,7,2,1,0,699692,188089
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",90.0,90.0,2,3,2,1,612150,165000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Surquillo",120.0,135.0,1,2,1,1,3000,806
DEPARTAMENTO EN VENTA,"Lima, Lima, Miraflores",70.01,70.01,7,2,1,0,675234,181514
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Comas",63.0,63.0,15,3,1,0,214809,57900
CASA EN QUINTA EN VENTA,"Lima, Lima, Lima",45.0,88.0,2,3,2,0,500850,135000
DEPARTAMENTO FLAT EN VENTA,"Lambayeque, Chiclayo, Pimentel",88.0,88.0,6,3,2,0,163240,44000
CASA URBANA EN ALQUILER,"Lima, Lima, Carabayllo",90.0,90.0,1,2,1,1,1200,322
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Miraflores",123.0,123.0,3,3,3,1,4526,1220
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Chorrillos",156.78,182.18,1,3,2,0,371000,100000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",75.8,75.8,6,3,2,0,489900,131693
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",105.0,105.0,3,3,2,1,742000,200000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Pueblo Libre",89.0,89.0,15,3,2,1,493059,132900
CASA URBANA EN VENTA,"Lima, Lima, La Molina",585.0,261.0,2,5,5,5,2689750,725000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Ate",61.6,61.6,2,3,1,1,185500,50000
DEPARTAMENTO EN VENTA,"Lima, Lima, Lince",60.0,60.0,3,2,1,1,556500,150000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",122.29,140.26,1,3,2,1,760550,205000
DEPARTAMENTO EN VENTA,"Arequipa, Arequipa, Cayma",119.54,119.54,3,3,3,1,445200,120000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Villa el Salvador",75.89,80.67,1,2,2,0,259700,70000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",70.01,70.01,6,2,1,0,658008,176883
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",64.86,64.86,6,1,1,0,675742,181651
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, La Molina",97.0,97.0,2,3,2,1,704900,190000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Magdalena del Mar",86.37,86.37,12,3,2,1,541660,146000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, El Agustino",63.0,63.0,2,3,1,0,237440,64000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Santiago de Surco",227.0,296.0,4,3,3,2,1706600,460000
CASA URBANA EN VENTA,"Lima, Lima, Ate",120.0,270.0,4,4,6,1,1020250,275000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",100.0,100.0,4,3,2,1,500850,135000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Miraflores",74.0,74.0,9,2,2,1,4000,1075
CASA EN ALQUILER,"Lima, Lima, Lurin",0.0,0.0,1,0,8,0,4637,1250
DEPARTAMENTO EN ALQUILER,"Ica, Chincha, Pueblo Nuevo",50.0,50.0,1,1,1,0,750,201
DEPARTAMENTO EN VENTA,"Lima, Lima, Pueblo Libre",69.0,69.0,2,2,2,1,445190,119674
CASA URBANA EN VENTA,"Junin, Huancayo, El Tambo",100.0,300.0,3,4,3,2,1038796,279999
CASA URBANA EN VENTA,"Lima, Lima, Lurigancho",121.6,100.0,1,1,1,0,333900,90000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Los Olivos",72.87,72.87,7,3,2,1,1500,403
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Ate",61.6,61.6,2,3,1,1,185500,50000
DEPARTAMENTO EN ALQUILER,"Ica, Chincha, Pueblo Nuevo",50.0,50.0,1,1,1,0,750,201
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, La Molina",97.0,97.0,2,3,2,1,704900,190000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",98.62,98.62,3,3,2,1,589890,159000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Pueblo Libre",160.69,178.0,1,3,2,0,482300,130000
DEPARTAMENTO TRIPLEX EN ALQUILER,"Lima, Lima, Santiago de Surco",180.0,180.0,3,5,5,2,4000,1075
CASA URBANA EN VENTA,"Lima, Lima, Ate",120.0,270.0,4,4,6,1,1020250,275000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Barranco",263.0,263.0,4,3,3,2,1955170,527000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",64.86,64.86,2,1,1,0,652702,175457
DEPARTAMENTO EN VENTA,"Lima, Lima, Lince",60.0,60.0,3,2,1,1,556500,150000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",64.86,64.86,6,1,1,0,675742,181651
CASA EN ALQUILER,"Lima, Lima, Lurin",0.0,0.0,1,0,8,0,4637,1250
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Carabayllo",54.74,54.74,2,3,1,0,700,188
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",100.0,100.0,4,3,2,1,500850,135000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",70.01,124.71,2,2,1,0,826663,222221
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",70.01,70.01,6,2,1,0,658008,176883
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Los Olivos",72.87,72.87,7,3,2,1,1500,403
DEPARTAMENTO EN VENTA,"Lima, Lima, Breña",90.0,90.0,5,2,2,0,437780,118000
CASA EN VENTA,"Lima, Lima, Carabayllo",120.0,205.0,2,7,2,1,352450,95000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",69.55,69.55,5,2,1,0,653684,175721
CASA URBANA EN VENTA,"Ica, Ica, La Tinguiña",106.84,110.74,2,4,2,1,222600,60000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Miraflores",170.0,170.0,13,4,3,2,9275,2500
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Santiago de Surco",227.0,296.0,4,3,3,2,1706600,460000
CASA URBANA EN VENTA,"Lima, Lima, La Molina",585.0,261.0,2,5,5,5,2689750,725000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Santiago de Surco",82.0,80.0,7,2,3,1,2782,750
CASA URBANA EN VENTA,"Lima, Lima, San Juan de Lurigancho",55.8,50.8,3,2,2,0,445200,120000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Juan de Lurigancho",118.0,118.0,0,0,0,0,307930,83000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Santiago de Surco",157.0,177.0,5,3,3,1,853300,230000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",105.0,105.0,3,3,2,1,742000,200000
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Carabayllo",54.74,54.74,2,3,1,0,700,188
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",107.4,107.4,2,3,2,1,805070,217000
CASA DE CAMPO EN VENTA,"Lima, Lima, Pachacamac",1.0,290.0,2,4,3,4,1409800,380000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Martin de Porres",156.0,156.0,3,4,2,0,1800,483
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, La Victoria",70.0,70.0,28,3,2,1,2200,591
DEPARTAMENTO FLAT EN ALQUILER,"Arequipa, Arequipa, Yanahuara",65.0,82.26,2,2,1,1,2800,752
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Santiago de Surco",297.0,345.0,6,3,4,4,3042200,820000
DEPARTAMENTO EN CONDOMINIO EN VENTA,"Lima, Lima, El Agustino",77.01,77.01,11,3,3,1,278250,75000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Jesus Maria",96.23,96.23,1,2,2,1,563220,151403
CASA DE CAMPO EN VENTA,"Lima, Cañete, Quilmana",2.0,400.0,2,6,6,6,1725150,465000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",98.62,98.62,3,3,2,1,589890,159000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",70.01,70.01,6,2,1,0,658008,176883
DEPARTAMENTO EN ALQUILER,"Ica, Chincha, Pueblo Nuevo",50.0,50.0,1,1,1,0,750,201
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",69.55,124.91,2,2,1,0,824615,221670
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Los Olivos",80.87,91.72,1,3,1,0,371000,100000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Miraflores",170.0,170.0,13,4,3,2,9275,2500
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",69.55,69.55,5,2,1,0,653684,175721
DEPARTAMENTO EN VENTA,"Lima, Lima, Miraflores",64.86,64.86,5,1,1,0,675742,181651
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",74.53,74.53,3,2,1,0,755855,203186
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Pueblo Libre",160.69,178.0,1,3,2,0,482300,130000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, La Molina",97.0,97.0,2,3,2,1,704900,190000
CASA URBANA EN VENTA,"Lima, Lima, San Borja",310.2,429.0,3,5,3,1,2096150,565000
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Miraflores",137.33,137.33,6,4,3,1,4081,1100
CASA URBANA EN VENTA,"Lima, Lima, San Martin de Porres",140.0,170.0,2,3,3,1,593600,160000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Ate",85.82,85.82,3,4,2,0,278250,75000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Jesus Maria",88.0,88.0,1,2,2,0,456330,123000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Santiago de Surco",113.97,130.2,1,3,3,2,4452,1200
CASA EN VENTA,"Lima, Lima, La Molina",450.0,467.0,3,5,8,3,4266500,1150000
CASA EN QUINTA EN VENTA,"Lima, Lima, Pueblo Libre",90.0,158.0,2,3,1,0,812490,219000
CASA EN ALQUILER,"Arequipa, Arequipa, Cayma",350.0,250.0,2,5,5,2,7420,2000
CASA EN CONDOMINIO EN VENTA,"Lima, Prov. Const. Del Callao, Ventanilla",72.0,100.0,2,4,2,0,195000,52419
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",74.0,74.0,6,3,2,0,379000,101881
CASA URBANA EN VENTA,"Lima, Lima, Puente Piedra",120.0,120.0,1,3,0,0,307930,83000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",71.0,71.0,5,3,2,0,390000,104838
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",71.0,71.0,7,3,2,0,355000,95430
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Lima",96.0,96.0,3,3,2,0,1800,483
CASA EN VENTA,"Lima, Lima, La Molina",450.0,467.0,3,5,8,3,4266500,1150000
DEPARTAMENTO EN VENTA,"Lima, Lima, Santiago de Surco",58.41,58.41,13,1,1,2,686350,185000
CASA URBANA EN VENTA,"Lima, Lima, San Miguel",194.0,224.0,3,4,3,1,1409800,380000
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Carabayllo",120.0,120.0,1,2,1,0,700,188
CASA EN VENTA,"Lima, Lima, Miraflores",144.0,250.0,3,4,3,1,1706600,460000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Comas",75.0,75.0,2,3,2,0,192920,52000
MINIDEPARTAMENTO EN ALQUILER,"Lima, Lima, Miraflores",45.0,45.0,1,1,1,0,2000,537
CASA EN CONDOMINIO EN VENTA,"Lima, Prov. Const. Del Callao, Ventanilla",72.0,100.0,2,4,2,0,195000,52419
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Isidro",164.24,177.4,4,3,3,0,1480290,399000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Pueblo Libre",122.15,161.4,6,4,3,1,849590,229000
DEPARTAMENTO EN VENTA,"Lima, Lima, Santiago de Surco",76.27,76.27,5,3,2,1,371000,100000
CASA URBANA EN VENTA,"Lima, Lima, Santiago de Surco",127.7,218.81,2,6,4,3,1335600,360000
CASA URBANA EN VENTA,"Lima, Lima, San Martin de Porres",140.0,170.0,2,3,3,1,593600,160000
DEPARTAMENTO EN VENTA,"Lima, Lima, San Miguel",66.0,66.0,2,3,2,0,367623,99090
DEPARTAMENTO FLAT EN VENTA,"Lambayeque, Chiclayo, Chiclayo",80.35,80.35,9,3,3,0,278250,75000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Comas",59.69,59.69,9,3,1,0,190000,51075
CASA URBANA EN VENTA,"Arequipa, Arequipa, Sachaca",136.0,284.93,3,5,4,2,1446900,390000
DEPARTAMENTO EN VENTA,"Lima, Lima, San Isidro",153.6,153.6,7,3,3,1,964600,260000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Martin de Porres",120.0,120.0,5,4,2,0,241150,65000
CASA EN ALQUILER,"Arequipa, Arequipa, Cayma",350.0,250.0,2,5,5,2,7420,2000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Santiago de Surco",113.97,130.2,1,3,3,2,4452,1200
CASA URBANA EN VENTA,"Lima, Lima, San Martin de Porres",140.0,170.0,2,3,3,1,593600,160000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",67.0,67.0,5,3,2,0,365000,98118
CASA URBANA EN VENTA,"La Libertad, Trujillo, La Esperanza",148.8,342.0,4,5,1,0,333900,90000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Lima",70.0,70.0,14,3,2,1,2500,672
DEPARTAMENTO EN ALQUILER,"Cusco, Cusco, San Sebastian",110.0,0.0,0,0,0,0,900,241
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Isidro",164.24,177.4,4,3,3,0,1480290,399000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Pueblo Libre",122.15,161.4,6,4,3,1,849590,229000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Comas",75.0,75.0,2,3,2,0,192920,52000
CASA URBANA EN VENTA,"Lima, Lima, Santiago de Surco",127.7,218.81,2,6,4,3,1335600,360000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Los Olivos",160.0,120.0,3,4,2,0,333900,90000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",74.0,74.0,6,3,2,0,379000,101881
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",71.0,71.0,7,3,2,0,355000,95430
CASA URBANA EN VENTA,"Lima, Lima, La Molina",379.0,364.65,2,4,2,2,2226000,600000
DEPARTAMENTO EN VENTA,"Lima, Lima, Santiago de Surco",76.27,76.27,5,3,2,1,371000,100000
CASA EN VENTA,"Lima, Lima, Miraflores",144.0,250.0,3,4,3,1,1706600,460000
CASA EN QUINTA EN VENTA,"Lima, Lima, Pueblo Libre",90.0,158.0,2,3,1,0,812490,219000
DEPARTAMENTO EN CONDOMINIO EN VENTA,"Lima, Lima, Chorrillos",60.0,60.0,2,2,1,0,333900,90000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Lima",96.0,96.0,3,3,2,0,1800,483
DEPARTAMENTO EN ALQUILER,"Piura, Piura, Piura",127.0,127.0,3,3,2,1,2200,591
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",72.0,72.0,3,3,1,0,350000,94086
CASA URBANA EN VENTA,"Arequipa, Arequipa, Sachaca",136.0,284.93,3,5,4,2,1446900,390000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",71.0,71.0,5,3,2,0,390000,104838
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Comas",59.69,59.69,9,3,1,0,190000,51075
CASA URBANA EN VENTA,"Arequipa, Arequipa, Cerro Colorado",60.31,320.0,5,0,0,0,927500,250000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Santiago de Surco",93.0,93.0,3,3,3,1,3079,830
DEPARTAMENTO EN CONDOMINIO EN VENTA,"Lima, Lima, Chorrillos",60.0,60.0,2,2,1,0,333900,90000
DEPARTAMENTO EN VENTA,"Lima, Lima, San Miguel",66.0,66.0,2,3,2,0,367623,99090
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",74.0,74.0,6,3,2,0,379000,101881
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Pachacamac",60.0,60.0,4,3,2,0,155000,41666
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Pueblo Libre",64.48,78.1,11,1,1,1,520046,139797
CASA EN QUINTA EN VENTA,"Lima, Lima, Pueblo Libre",90.0,158.0,2,3,1,0,812490,219000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Santiago de Surco",113.97,130.2,1,3,3,2,4452,1200
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Los Olivos",120.0,120.0,2,2,1,0,1000,268
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",83.11,83.11,4,3,2,0,556500,150000
DEPARTAMENTO DUPLEX EN ALQUILER,"Lima, Lima, Pueblo Libre",72.0,135.0,4,2,1,0,2100,564
CASA URBANA EN VENTA,"Lima, Lima, San Borja",151.61,212.0,3,6,3,2,1331890,359000
CASA URBANA EN VENTA,"Lima, Lima, Lima",160.0,179.58,2,5,3,1,1113000,300000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Magdalena del Mar",75.0,75.0,6,3,2,1,445200,120000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Chaclacayo",60.0,60.0,1,3,2,0,259700,70000
CASA URBANA EN VENTA,"Lima, Lima, Carabayllo",126.0,229.46,2,8,4,1,519400,140000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Lince",77.35,77.35,10,3,2,1,667000,179301
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Jesus Maria",89.0,89.0,13,3,2,1,667800,180000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Isidro",139.94,139.94,1,4,4,2,1484000,400000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Martin de Porres",62.0,62.0,3,3,1,0,166950,45000
DEPARTAMENTO EN VENTA,"Lima, Lima, Rimac",50.55,50.55,3,3,1,1,289380,78000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Ate",74.47,74.47,5,2,2,0,371000,100000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Santiago de Surco",154.4,181.71,6,3,3,1,1094450,295000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Magdalena del Mar",142.0,142.0,2,3,3,2,1150100,310000
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Pueblo Libre",63.0,63.0,1,2,2,1,2300,618
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Ate",59.0,59.0,5,2,2,0,371000,100000
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Miraflores",63.0,63.0,4,2,2,0,2850,766
CASA URBANA EN VENTA,"Lambayeque, Chiclayo, Chiclayo",120.24,309.18,3,7,6,0,1131550,305000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",68.95,72.67,2,3,2,1,437780,118000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Ate",75.1,75.1,5,2,2,0,371000,100000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Santiago de Surco",91.41,186.46,4,6,2,0,500850,135000
CASA URBANA EN ALQUILER,"Tumbes, Tumbes, Tumbes",286.0,445.0,3,6,8,6,10000,2688
DEPARTAMENTO FLAT EN VENTA,"Cajamarca, Cajamarca, Cajamarca",106.77,106.77,1,2,2,0,352450,95000
