direccion,distrito,metraje,dormitorios,Precio Soles,Precio Dolares
"Av Javier Prado Oeste 1266, San Isidro 15073","San Isidro, Lima",145 m² tot.,3 dorm.,"6,550.00","1,690.00"
URBANIZACION MOCHICA TRUJILLO,"Mochica, Trujillo",70 m² tot.,3 dorm.,"1,100.00",289.00
Pedro de Osma,"Barranco, Lima",45 m² tot.,1 dorm.,"2,250.00",600.00
Parque Acosta Cdra 2,"San Isidro, Lima",528 m² tot.,4 dorm.,"30,345.00","8,500.00"
Malecon Balta 10,"Miraflores, Lima",230 m² tot.,3 dorm.,"6,613.00","1,700.00"
AMOBLADO O SIN AMOBLAR,"Rinconada Del Lago, La Molina",50 m² tot.,2 dorm.,"2,331.00",630.00
C. la Huaca 165,"Pueblo Libre, Lima",39 m² tot.,1 dorm.,"1,700.00",459.46
Av. Costanera al 2500,"San Miguel, Lima",40 m² tot.,1 dorm.,"2,000.00",540.54
CARRIQUIRY 894,"San Isidro, Lima",62 m² tot.,2 dorm.,"2,600.00",685.00
JR. San Lucas,"Palao, San Martín de Porres",147 m² tot.,4 dorm.,"1,800.00",476.00
Av. Petit Thouars 901,"Lima Cercado, Lima",70 m² tot.,3 dorm.,"2,500.00",675.68
Calle Amatista Mz.F Lt.24,"Los Olivos, Lima",110 m² tot.,3 dorm.,"1,700.00",459.46
Condominio Praderas,"Comas, Lima",60 m² tot.,3 dorm.,900.00,243.24
Av Circunvalación del Golf 148 - OPORTUNIDA!!! D - CERCA AL ROOSEVELT!!,"Club Golf Los Incas, Santiago de Surco",160 m² tot.,3 dorm.,"5,550.00","1,500.00"
VILLA EL AMAUTA,"Villa El Amauta, San Martín de Porres",40 m² tot.,1 dorm.,600.00,162.16
Calle Luís Varela y Orbegoso,"Surquillo, Lima",80 m² tot.,2 dorm.,"2,200.00",594.59
Camino Real 931 Dpto. 14xx,"Golf, San Isidro",170 m² tot.,3 dorm.,"8,880.00","2,400.00"
Av. Manuel Olguín 695,"El Derby, Santiago de Surco",110 m² tot.,3 dorm.,"5,200.00","1,350.00"
CERCA A LA AVENIDA AREQUIPA,"Lince, Lima",35 m² tot.,1 dorm.,"1,300.00",351.35
paseo de la republica 1453,"Lince, Lima",70 m² tot.,3 dorm.,"2,150.00",581.08
ALDEBARAN XXX,"Lima Polo Hunt, Santiago de Surco",64 m² tot.,1 dorm.,"2,590.00",700.00
"Calle Los Alcanfores 160, La Molina","El Remanso, La Molina",185 m² tot.,3 dorm.,"5,200.00","1,400.00"
Cantuarias,"Miraflores, Lima",88 m² tot.,2 dorm.,"3,790.00","182,000.00"
Dos de Mayo,"Ancón, Lima",200 m² tot.,6 dorm.,"40,000.00","10,000.00"
Grau 333,"Comas, Lima",100 m² tot.,7 dorm.,"5,000.00","1,300.00"
Av ALVARES CALDERON - x,"San Isidro, Lima",136 m² tot.,2 dorm.,"5,904.00","1,600.00"
Manuel Salazar 1,"San Isidro, Lima",900 m² tot.,3 dorm.,"30,400.00","8,000.00"
Pacasmayo,"Pacasmayo, Pacasmayo",142 m² tot.,5 dorm.,"3,000.00",810.81
Calle Beta,"Juan Xxiii, San Borja",96 m² tot.,2 dorm.,"2,500.00",675.68
Manco Capac,"Miraflores, Lima",100 m² tot.,2 dorm.,"4,158.00","1,100.00"
Dirección no informada,"Aurora, Miraflores",200 m² tot.,2 dorm.,"4,600.00","1,250.00"
Av. Arequipa 2560,"Lince, Lima",59 m² tot.,3 dorm.,"2,600.00",702.70
av. arenales 1475,"Lima Cercado, Lima",50 m² tot.,2 dorm.,"2,000.00",540.54
Dirección no informada,"Santiago de Surco, Lima",154 m² tot.,3 dorm.,"4,177.00","1,100.00"
parque las joyas San Sebastian Cusco,"Las Joyas, San Sebastian",342 m² tot.,8 dorm.,"4,000.00","1,081.08"
PARCELA SAN VICENTE DE LURIN,"San Vicente, Lurín",30 m² tot.,1 dorm.,750.00,200.00
Av. Angamos 2573,"Las Torres De Limatambo, San Borja",79 m² tot.,2 dorm.,"2,500.00",675.00
LAS LILAS 210 ATE,"Olimpo Etapa Ii, Ate Vitarte",100 m² tot.,3 dorm.,"2,000.00",563.00
calle los naranjos san isidro,"San Isidro, Lima",205 m² tot.,3 dorm.,"5,920.00","1,600.00"
Hemilio Valdizán 595,"Jesús María, Lima",80 m² tot.,3 dorm.,"2,800.00",757.00
"Malecon de La Marina, Miraflores","Santa Cruz, Miraflores",301 m² tot.,5 dorm.,"10,360.00","785,000.00"
av 28 de Julio miraflores,"Leuro, Miraflores",110 m² tot.,3 dorm.,"4,000.00","1,100.00"
malecon almendariz,"Malecon Armendariz, Miraflores",119 m² tot.,3 dorm.,"4,680.00","1,250.00"
"Av. Héroes del Alto Cenepa 1604, Comas 15316","Lima, Lima",110 m² tot.,3 dorm.,950.00,256.76
Antero Aspillaga 425,"El Olivar, San Isidro",431 m² tot.,4 dorm.,"17,100.00","4,500.00"
Edificio Libertador Dpto 502,"Ancón, Lima",351 m² tot.,4 dorm.,"29,840.00","8,000.00"
Av. San Borja Norte 379,"San Borja Norte, San Borja",97 m² tot.,3 dorm.,"3,000.00",810.81
Jiron la coruña 200,"Pueblo Libre, Lima",90 m² tot.,3 dorm.,"2,300.00",621.62
CALLE SAN MARTIN 111,"Barranco, Lima",100 m² tot.,3 dorm.,"3,385.00",900.00
PARDO 1310,"Miraflores, Lima",115 m² tot.,3 dorm.,"3,420.00",900.00
Españoleto 141,"San Borja, Lima",165 m² tot.,5 dorm.,"2,900.00",780.00
"Manuel Perez De Tudela 1, San Isidro","San Isidro, Lima",180 m² tot.,3 dorm.,"7,400.00","2,000.00"
Avenida República de Venezuela,"Lima Cercado, Lima",75 m² tot.,3 dorm.,"1,500.00",405.41
MIGUEL DASSO,"San Isidro, Lima",115 m² tot.,2 dorm.,"6,054.00","1,600.00"
"Av. El Sol Oeste 2xx, Barranco","Barranco, Lima",72 m² tot.,1 dorm.,"2,960.00","198,500.00"
CANADA,"Santa Catalina, La Victoria",45 m² tot.,1 dorm.,"1,100.00",297.30
Dominicos,"Virgen Del Carmen, San Martín de Porres",70 m² tot.,2 dorm.,750.00,202.70
Alquilo moderno depa en san Isidro Calle Audiencia,"San Isidro, Lima",62 m² tot.,2 dorm.,"3,330.00",900.00
urbanización barrio cervecero cusco,"Cercado De Wanchaq, Wanchaq",86 m² tot.,3 dorm.,"3,000.00",810.81
Av. Diez Canseco 489,"Miraflores, Lima",80 m² tot.,2 dorm.,"3,400.00",850.00
"URB. MIRAFLORES, CASTILLA, PIURA","Castilla, Piura",75 m² tot.,3 dorm.,"1,300.00",344.00
Calle Mallorca,"Los Cedros De Villa, Chorrillos",276 m² tot.,6 dorm.,"3,700.00","1,000.00"
Chamberi,"Miraflores, Lima",200 m² tot.,2 dorm.,"5,670.00","1,500.00"
"Av Manuel Prado Ugarteche, Urbanizacion Rinconada Baja, La Molina","Rinconada Baja, La Molina",350 m² tot.,4 dorm.,"9,250.00","2,500.00"
avenida victor alzamora 477,"Barrio Medico, Surquillo",70 m² tot.,3 dorm.,"2,700.00",730.00
Aurora,"Aurora, Miraflores",135 m² tot.,3 dorm.,"4,070.00","1,100.00"
"MAFALDA LAMA, TUMBES","Pampas De Hospital, Tumbes",445 m² tot.,6 dorm.,"10,000.00","2,673.00"
ASUNCION 288,"Santa Patricia, La Molina",47 m² tot.,2 dorm.,"1,330.00",359.46
Jirón San Martín 422,"Centro Civico, Trujillo",154 m² tot.,11 dorm.,"11,220.00","3,000.00"
CAYMA,"Cayma, Arequipa",200 m² tot.,3 dorm.,"3,000.00",800.00
"Avenida Gregorio Escobedo Cdra 5, Jesus Maria","Jesús María, Lima",99 m² tot.,3 dorm.,"3,400.00",918.92
Av. Jose Pardo 570,"Miraflores, Lima",90 m² tot.,2 dorm.,"3,800.00","1,000.00"
Av. Juan XXIII 126,"San Martín de Porres, Lima",95 m² tot.,4 dorm.,900.00,267.00
CAYMA LOS ALTITOS AREQUIPA,"Cayma, Arequipa",130 m² tot.,4 dorm.,"1,800.00",486.49
"Av. San Martin 140, Barranco","Barranco, Lima",97 m² tot.,2 dorm.,"3,610.00",950.00
edificio tempo,"Santa Catalina, La Victoria",50 m² tot.,1 dorm.,"2,000.00",560.00
El melonar 17x,"Aurora, Miraflores",160 m² tot.,2 dorm.,"5,550.00","1,500.00"
JR. COLINA 100,"Barranco, Lima",88 m² tot.,1 dorm.,"3,402.00","170,000.00"
monte flor,"Santiago de Surco, Lima",200 m² tot.,3 dorm.,"5,700.00","1,500.00"
Ubicación: Urb. Los Sauces,"Piura, Piura",56 m² tot.,2 dorm.,800.00,214.00
CALLE ANDROMEDA 830,"Ariosto Matellini, Chorrillos",59 m² tot.,2 dorm.,"1,500.00",405.41
brasil,"Breña, Lima",55 m² tot.,1 dorm.,"1,200.00",324.32
"Av Salaverry, San Isidro","San Isidro, Lima",167 m² tot.,3 dorm.,"8,140.00","2,200.00"
La Begonia,"Surquillo, Lima",65 m² tot.,2 dorm.,"2,300.00",621.62
Malecon De La Marina 10,"Miraflores, Lima",148 m² tot.,3 dorm.,"6,080.00","1,600.00"
Diagonal 5 Dpto 4 Miraflores,"Miraflores, Lima",170 m² tot.,3 dorm.,"5,490.00","1,500.00"
calle Vilcabamba cuadra 2,"Portada, La Molina",20 m² tot.,1 dorm.,650.00,175.68
"Av Las Palmeras , Av. Los Alisos Los Olivos","Los Olivos, Lima",160 m² tot.,2 dorm.,"1,700.00",459.46
Doña Delmira 227,"Santiago de Surco, Lima",73 m² tot.,3 dorm.,"1,500.00",402.00
Dirección no informada,"Aurora, Miraflores",100 m² tot.,2 dorm.,"3,100.00",837.84
Avda. A 804,"El Retablo, Comas",55 m² tot.,2 dorm.,800.00,210.00
JR MANUEL RIVERO 200 - LOS OLIVOS,"Los Olivos, Lima",40 m² tot.,1 dorm.,790.00,216.00
Avenida LOS Frutales 627,"La Molina, Lima",192 m² tot.,3 dorm.,"3,380.00",880.00
AV. Paseo LA Republica 63xx Dpto 603,"Miraflores, Lima",96 m² tot.,2 dorm.,"2,790.00",750.00
Carlos tenaud,"Miraflores, Lima",92 m² tot.,2 dorm.,"2,600.00",700.00
"Malecón Balta, Miraflores","Jose Balta, Miraflores",188 m² tot.,3 dorm.,"9,374.00","2,500.00"
C. Ortega y Gasset 381,"La Calera De La Merced, Surquillo",42 m² tot.,1 dorm.,"1,900.00",513.51
Avenida Principal 808,"Surquillo, Lima",75 m² tot.,3 dorm.,"2,460.00",664.86
salaverry 3638,"Orrantia Del Mar, San Isidro",99 m² tot.,2 dorm.,"3,400.00",900.00
Av Camino Real 9,"San Isidro, Lima",199 m² tot.,3 dorm.,"7,780.00","2,000.00"
Calle Porta,"Miraflores, Lima",90 m² tot.,2 dorm.,"2,500.00",675.68
El Rosario,"Miraflores, Lima",114 m² tot.,3 dorm.,"2,960.00",800.00
El Olivar,"El Olivar, San Isidro",173 m² tot.,2 dorm.,"9,200.00","2,500.00"
calle las turmalinas,"Club Golf Los Incas, Santiago de Surco",364 m² tot.,4 dorm.,"8,122.00","2,250.00"
Av.28 de Julio Miraflores,"Armendariz, Miraflores",55 m² tot.,1 dorm.,"2,500.00",650.00
Malecón Cisneros,"Miraflores, Lima",225 m² tot.,3 dorm.,"11,880.00","3,300.00"
Calle San Martin,"Miraflores, Lima",100 m² tot.,2 dorm.,"2,780.00",750.00
martinto,"Barranco, Lima",70 m² tot.,2 dorm.,"3,330.00",900.00
Teodosio Parreño 124,"Barranco, Lima",40 m² tot.,1 dorm.,"1,900.00",513.51
"Tomas Edison Cdra 2, San Isidro","San Isidro, Lima",202 m² tot.,3 dorm.,"8,700.00","2,300.00"
Los Cedrones 2,"La Molina, Lima",120 m² tot.,3 dorm.,"4,070.00","1,100.00"
EL POLO 700 /948963919,"El Polo, Santiago de Surco",60 m² tot.,1 dorm.,"2,300.00",600.00
Av. José Pardo,"Miraflores, Lima",110 m² tot.,3 dorm.,"5,438.00","1,450.00"
Roma,"Country Club, San Isidro",70 m² tot.,2 dorm.,"3,700.00","1,000.00"
"SANTA MARGARITA,PIURA","Piura, Piura",77 m² tot.,3 dorm.,"1,400.00",372.00
Av Cerros De Camacho 9,"Santiago de Surco, Lima",204 m² tot.,3 dorm.,"8,558.00","2,200.00"
"URB. EL CHIPE, PIURA","Piura, Piura",150 m² tot.,4 dorm.,"2,000.00",524.00
Calle LOS CABILDOS S/N,"Chacarilla Del Estanque, Santiago de Surco",105 m² tot.,2 dorm.,"3,374.00",850.00
Malecon Bertolotto al 900,"San Miguel, San Miguel",64 m² tot.,2 dorm.,"3,145.00",850.00
CALLE LOS NOGALES,"San Isidro, Lima",550 m² tot.,3 dorm.,"18,000.00","4,865.00"
Calle Manco Capac al 674,"Miraflores, Lima",60 m² tot.,1 dorm.,"2,960.00",800.00
av parque el carmen,"Pueblo Libre, Lima",72 m² tot.,3 dorm.,"2,500.00",675.68
Calle ALBERTO DEL CAMPO N°488,"San Isidro, Lima",110 m² tot.,2 dorm.,"3,900.00","1,000.00"
John Hassinger 101- San Borja,"San Borja, Lima",98 m² tot.,2 dorm.,"3,024.00",800.00
Av. Republica de Panamá 300,"Barranco, Lima",90 m² tot.,2 dorm.,"2,300.00",621.62
Av. Del Pinar 4,"San Borja, Lima",310 m² tot.,4 dorm.,"11,020.00","2,900.00"
8 de marzo,"Villa Hiper, Comas",98 m² tot.,2 dorm.,"1,050.00",280.00
CALLE INDEPENDENCIA,"Huanchaco, Trujillo",102 m² tot.,3 dorm.,"1,900.00",510.00
MALECON BALTA 780,"Miraflores, Lima",115 m² tot.,3 dorm.,"4,147.00","1,100.00"
FRENTE A PARQUE,"Chacarilla, San Borja",130 m² tot.,3 dorm.,"5,161.00","1,300.00"
Los Lirios,"San Isidro, Lima",210 m² tot.,3 dorm.,"7,400.00","2,000.00"
Bernardo Alcedo,"San Miguel, Lima",72 m² tot.,3 dorm.,"1,900.00",513.51
Malecón Cisneros,"Miraflores, Lima",380 m² tot.,3 dorm.,"23,100.00","6,000.00"
Jorge Muelle al 400,"Las Torres De Limatambo, San Borja",84 m² tot.,3 dorm.,"2,000.00",540.54
Avenida Ejercito,"Magdalena, Lima",50 m² tot.,1 dorm.,"1,400.00",378.38
Jr. 28 de julio,"Barranco, Lima",509 m² tot.,3 dorm.,"14,800.00","4,000.00"
URB CALIFORNIA,"Victor Larco Herrera, Trujillo",75 m² tot.,2 dorm.,"1,800.00",480.00
Brasil 3730,"Magdalena, Lima",55 m² tot.,2 dorm.,"2,000.00",550.00
Monte Alegre 4,"La Molina, Lima",1000 m² tot.,4 dorm.,"25,285.00","6,500.00"
Miraflores Contry Club,"Miraflores, Castilla",121 m² tot.,7 dorm.,"4,300.00","1,125.00"
"Calle Santa Teresa, Ate Vitarte","Santa Teresa De Vitarte, Ate Vitarte",70 m² tot.,4 dorm.,"1,600.00",427.00
Xxxxx,"Country Club, San Isidro",400 m² tot.,5 dorm.,"26,784.00","7,200.00"
Malecon Paul Harris 34,"Barranco, Lima",362 m² tot.,4 dorm.,"8,558.00","2,200.00"
AV Carlos Izaguirre al 1857 San Martín de Porres,"San Martín de Porres, Lima",488 m² tot.,9 dorm.,"12,200.00","3,288.00"
Parque El Carmen,"El Carmen, Pueblo Libre",93 m² tot.,3 dorm.,"3,500.00",930.00
Av. Restauración,"Del Rimac, Rímac",85 m² tot.,3 dorm.,"2,300.00",600.00
"Urb 1ro de octubre, Mz 0 lote 20","San Martín de Porres, Lima",93 m² tot.,1 dorm.,"1,300.00",351.35
Cantuarias 355,"Miraflores, Lima",106 m² tot.,3 dorm.,"3,724.00",980.00
San Fernando 1,"Miraflores, Lima",215 m² tot.,3 dorm.,"7,410.00","1,950.00"
Asociacion Los Olivos Mz A Lote,"Los Olivos, Lima",140 m² tot.,3 dorm.,"1,350.00",364.86
Urb. Chacarilla del Estanque,"Santiago de Surco, Lima",238 m² tot.,5 dorm.,"11,600.00","650,000.00"
Montepio,"Santiago de Surco, Lima",365 m² tot.,3 dorm.,"10,260.00","590,000.00"
"CENTRO DE PIURA, PIURA","Piura, Piura",120 m² tot.,4 dorm.,"2,300.00",610.00
Urbanización Lourdes Mz H Lote 03,"Piura, Piura",105 m² tot.,3 dorm.,"1,700.00",449.00
proyecto grau 15,"Barranco, Lima",38 m² tot.,1 dorm.,"2,000.00",534.00
MARTINTO 130,"Barranco, Lima",100 m² tot.,2 dorm.,"3,330.00",900.00
"Ciro alegria,pueblo libre","Pueblo Libre, Lima",300 m² tot.,5 dorm.,"5,550.00","1,500.00"
ernesto placencia,"El Olivar, San Isidro",499 m² tot.,6 dorm.,"23,800.00","6,300.00"
Primavera San BORJA,"Santiago de Surco, Lima",91 m² tot.,2 dorm.,"1,890.00",500.00
Batalla de Junín,"Barranco, Lima",283 m² tot.,3 dorm.,"13,300.00","795,000.00"
Las Lomas De La Molina Vieja,"Las Lomas De La Molina Vieja E I, La Molina",80 m² tot.,2 dorm.,"1,300.00",351.35
SMP Canta Callao,"San Martín de Porres, Lima",85 m² tot.,2 dorm.,700.00,192.00
Luigi Pirandello 200,"San Borja, Lima",163 m² tot.,3 dorm.,"5,320.00","1,400.00"
Av José Pardo al 300,"Miraflores, Lima",115 m² tot.,2 dorm.,"2,987.00",800.00
Av. Bertolotto al 700,"San Miguel, Lima",68 m² tot.,3 dorm.,"2,300.00",621.62
malecon de la reserva 457,"Armendariz, Miraflores",165 m² tot.,3 dorm.,"5,550.00","1,500.00"
Av. Tudela y Varela,"San Isidro, Lima",247 m² tot.,3 dorm.,"13,167.00","3,500.00"
Av. La Paz,"San Miguel, Lima",70 m² tot.,2 dorm.,"1,700.00",459.46
"Pardo y Aliaga, por Camino Real","San Isidro, Lima",48 m² tot.,1 dorm.,"2,767.00",750.00
CESAR VALLEJO,"Risso, Lince",92 m² tot.,3 dorm.,"4,500.00","1,200.00"
Calle 2,"El Asesor, Santa Anita",85 m² tot.,2 dorm.,"1,000.00",270.27
Jirón Pedro Martinto,"Barranco, Lima",90 m² tot.,2 dorm.,"3,330.00",900.00
PATRIOTAS 714,"San Miguel, San Miguel",70 m² tot.,2 dorm.,"1,600.00",432.43
Jose Gonzales,"Miraflores, Lima",73 m² tot.,2 dorm.,"2,999.00",800.00
Calle Arequipa,"Cayma, Arequipa",160 m² tot.,4 dorm.,"2,600.00","160,000.00"
Jiron Monte Real URB Chacarilla DEL Estanque al 300,"Chacarilla Del Estanque, Santiago de Surco",188 m² tot.,3 dorm.,"8,360.00","2,200.00"
Parque de la Mujer,"San Borja, Lima",240 m² tot.,3 dorm.,"5,194.00","1,400.00"
Amplio Depa en Alquiler en El Golf,"El Golf, Trujillo",280 m² tot.,5 dorm.,"5,400.00","1,400.00"
calle Francia,"Miraflores, Lima",139 m² tot.,3 dorm.,"7,700.00","2,100.00"
Malecón de la Marina,"Miraflores, Lima",135 m² tot.,2 dorm.,"6,080.00","1,600.00"
Punta Hermosa,"Negra, Punta Hermosa",95 m² tot.,3 dorm.,"2,660.00",700.00
Calle Jorge Chávez,"Miraflores, Lima",60 m² tot.,1 dorm.,"2,800.00",750.00
"PUEBLO LIBRE, CIRO ALEGRÍA, LIMA","Pueblo Libre, Lima",300 m² tot.,5 dorm.,"5,157.00","1,400.00"
frente a parque,"Chacarilla Del Estanque, Santiago de Surco",430 m² tot.,4 dorm.,"14,212.00","3,800.00"
Condominio La Planicie 1,"Carabayllo, Lima",70 m² tot.,2 dorm.,800.00,213.00
Calle PÉREZ ROCA S/N,"Barranco, Lima",55 m² tot.,1 dorm.,"2,400.00",650.00
Dirección no informada,"San Diego, San Martín de Porres",75 m² tot.,3 dorm.,"1,000.00",270.27
ALT CDRA 14 DE AV BOLIVAR,"Pueblo Libre, Lima",60 m² tot.,2 dorm.,"1,400.00",378.38
san andres trujillo,"San Andres, Trujillo",302 m² tot.,7 dorm.,"9,144.00","2,400.00"
URB EL GOLF,"Victor Larco Herrera, Trujillo",155 m² tot.,3 dorm.,"3,000.00",800.00
"V54r+cmm, Unnamed Road, Pachacamac","Lima, Lima",1000 m² tot.,4 dorm.,"1,500.00",397.00
Jr. Pedro Ruiz Gallo 400,"Breña, Lima",94 m² tot.,2 dorm.,"1,800.00",486.49
Av. Cesar Vallejo 1309,"Lince, Lima",89 m² tot.,3 dorm.,"3,400.00",900.00
calle los centinelas 175,"Santiago de Surco, Lima",452 m² tot.,4 dorm.,"11,840.00","850,000.00"
Av. El Golf Los Incas 488,"Santiago de Surco, Lima",111 m² tot.,2 dorm.,"3,750.00","1,000.00"
"Malecón Balta 790, Miraflores","Jose Balta, Miraflores",129 m² tot.,3 dorm.,"5,250.00","1,400.00"
La Republica 8,"San Isidro, Lima",177 m² tot.,2 dorm.,"11,400.00","3,000.00"
Av. Salaverry 2192,"Jesús María, Lima",105 m² tot.,2 dorm.,"4,070.00","1,100.00"
Calle Bellavista 325,"Jose Balta, Miraflores",97 m² tot.,2 dorm.,"3,420.00",900.00
Calle Mártir José Olaya 100,"Miraflores, Lima",58 m² tot.,1 dorm.,"2,600.00",702.70
Av Principal,"La Calera, Surquillo",65 m² tot.,2 dorm.,"2,050.00",554.00
"Av Las Palmeras , Av. Los Alisos Los Olivos","Los Olivos, Lima",80 m² tot.,2 dorm.,"1,300.00",351.35
Calle Amancaes Urb Jardines Virú,"Jardines Viru, Bellavista",91 m² tot.,3 dorm.,"1,700.00",459.46
CERRO COLORADO,"El Solar De Challapampa, Cerro Colorado",450 m² tot.,5 dorm.,"6,100.00","1,700.00"
Jr. El Amargon,"Los Olivos, Lima",65 m² tot.,2 dorm.,"1,400.00",376.00
Ramón Pizarro,"Pueblo Libre, Lima",147 m² tot.,3 dorm.,"3,300.00",890.00
AV. MARCAVELICA PIURA,"Piura, Piura",55 m² tot.,2 dorm.,"1,450.00",392.00
calle atahualpa 210,"Miraflores, Lima",123 m² tot.,3 dorm.,"3,524.00",950.00
Av. Francisco Tudela y Varela 159,"San Isidro, Lima",408 m² tot.,3 dorm.,"13,300.00","3,500.00"
Av. Pedro de Osma 307,"Barranco, Lima",43 m² tot.,1 dorm.,"2,000.00",525.00
Jr Huacllan,"Los Olivos, Lima",38 m² tot.,1 dorm.,700.00,189.19
Malecón de la reserva 717,"Miraflores, Lima",218 m² tot.,3 dorm.,"9,400.00","2,500.00"
Calle Las Garzas Sur 300,"Limatambo, Surquillo",60 m² tot.,2 dorm.,"2,300.00",621.62
Av. aviación,"Villa Aviacion, Cerro Colorado",100 m² tot.,3 dorm.,"2,200.00",580.00
Av 2 DE MAYO N° 1800,"Golf, San Isidro",100 m² tot.,2 dorm.,"5,535.00","1,500.00"
"Calle Jose Eusebio Del Llano Zapata, Miraflores","Miraflores, Lima",152 m² tot.,2 dorm.,"6,780.00","1,800.00"
Av. Paseo de la Republica 7827,"Los Rosales, Santiago de Surco",105 m² tot.,3 dorm.,"3,600.00",900.00
Monte Blanco,"Santiago de Surco, Lima",261 m² tot.,3 dorm.,"11,400.00","3,000.00"
Jr. Vicent Van Gogh 150,"Santiago de Surco, Lima",80 m² tot.,3 dorm.,"2,000.00",540.54
Rosario Asia,"Asia, Cañete",290 m² tot.,5 dorm.,"5,142.00","1,400.00"
Manuel Roaud y Paz Soldan 331,"San Isidro, Lima",300 m² tot.,3 dorm.,"11,100.00","3,000.00"
Nardos 110,"Avitentel, San Juan de Miraflores",80 m² tot.,2 dorm.,"1,500.00",405.41
Calle JUAN FANNING,"Miraflores, Lima",160 m² tot.,2 dorm.,"6,720.00","2,100.00"
Av Tomás marsano cdra 3,"Surquillo, Lima",60 m² tot.,2 dorm.,"2,100.00",567.57
BOLIVAR,"Pueblo Libre, Lima",40 m² tot.,1 dorm.,"1,100.00",297.30
AV. BRIGIDA SILVA DE OCHOA 165,"San Miguel, Lima",80 m² tot.,3 dorm.,200.00,50.00
San Sebastian Cusco,"Villa Ecologica, San Sebastian",540 m² tot.,4 dorm.,"6,150.00","1,500.00"
Dirección no informada,"Miraflores, Lima",85 m² tot.,2 dorm.,"3,530.00",944.00
"UR. LOS GERANIOS, SANTA MARIA DEL PINAR, PIURA","Piura, Piura",520 m² tot.,5 dorm.,"6,000.00","1,608.00"
Calle LOS LIBERTADORES S/N,"San Isidro, Lima",130 m² tot.,2 dorm.,"4,367.00","1,100.00"
Malecon Cisneros 110,"Miraflores, Lima",340 m² tot.,4 dorm.,"14,960.00","4,000.00"
Calle Bolivar 3,"Miraflores, Lima",69 m² tot.,2 dorm.,"2,815.00",750.00
Independencia 461,"Miraflores, Lima",60 m² tot.,1 dorm.,"2,600.00",700.00
"JR AMAZONAS 706, PUEBLO LIBRE","Pueblo Libre, Lima",58 m² tot.,2 dorm.,"2,200.00",594.59
"Calle Tarragona 140, Higuereta Surco","Santiago de Surco, Lima",85 m² tot.,1 dorm.,"2,200.00",581.00
ALT CDRA 15 DE AV AREQUIPA,"Lince, Lima",60 m² tot.,2 dorm.,"1,600.00",432.43
Ca. Las Acacias 269,"Miraflores, Lima",150 m² tot.,3 dorm.,"5,278.00","1,400.00"
AV. EJERCITO,"Miraflores, Lima",85 m² tot.,2 dorm.,"2,190.00",580.00
AV SAN BORJA SUR,"San Borja Sur, San Borja",39 m² tot.,1 dorm.,"1,800.00",490.00
"SAN BORJA, LIMA, JULIO BAILETTY","San Borja, Lima",120 m² tot.,2 dorm.,"2,200.00",569.00
Avda.Los Nogales 240,"Los Nogales, El Agustino",65 m² tot.,3 dorm.,"1,600.00",432.00
León De La Fuente 200,"Magdalena, Lima",250 m² tot.,4 dorm.,"9,225.00","2,500.00"
Jr. Manco Segundo,"San Miguel, Lima",85 m² tot.,3 dorm.,"3,290.00",889.19
"Calle Cantuarias, Miraflores","Miraflores, Lima",101 m² tot.,3 dorm.,"3,500.00",945.95
Cipreses 230,"San Martín de Porres, Lima",67 m² tot.,2 dorm.,"1,000.00",270.27
Calle GENERAL SILVA 341 - 101,"San Antonio, Miraflores",150 m² tot.,3 dorm.,"4,488.00","1,200.00"
san felipe 1079,"Jesús María, Lima",105 m² tot.,2 dorm.,"3,650.00",980.00
Corbeta la Unión Torre R Dpto 401 al 100,"Santiago de Surco, Lima",79 m² tot.,3 dorm.,"1,700.00",459.46
Malecón de la Marina al 1100,"Malecon Marina, Miraflores",100 m² tot.,3 dorm.,"3,800.00","1,000.00"
Las Camelias xxx,"San Isidro, Lima",75 m² tot.,2 dorm.,"3,422.00",920.00
"CONDOMINIO DERRAMA MAGISTERIAL, VEINTISEIS DE OCTUBRE, PIURA","Veintiseis de Octubre, Piura",74 m² tot.,3 dorm.,"1,300.00",346.00
C. La Sta. Maria 100,"San Isidro, Lima",160 m² tot.,4 dorm.,"6,253.00","1,690.00"
San Fernando,"Miraflores, Lima",120 m² tot.,2 dorm.,"5,320.00","1,400.00"
JAVIER PRADO OESTE 2367,"Magdalena, Lima",50 m² tot.,1 dorm.,"2,590.00","127,000.00"
JOSE CHARIARSE CUADRA 1,"San Juan de Miraflores, Lima",78 m² tot.,3 dorm.,"1,200.00",324.32
Avenida Capuchinas,"Santa Rosita, Ate Vitarte",146 m² tot.,4 dorm.,"1,500.00",405.41
Avenida 2 de Mayo 1790,"San Isidro, Lima",110 m² tot.,2 dorm.,"4,488.00","1,200.00"
Jr. Monte flor,"Santiago de Surco, Lima",180 m² tot.,3 dorm.,"7,000.00","1,900.00"
av Tomás Marsano 392,"Surquillo, Lima",46 m² tot.,1 dorm.,"2,000.00",530.00
AV TOMAS VALLE,"Callao, Callao",90 m² tot.,3 dorm.,"1,400.00",378.38
Ca. García Calderón,"Miraflores, Lima",43 m² tot.,1 dorm.,"2,588.00",700.00
Valle Riestra xxx,"Orrantia, San Isidro",1280 m² tot.,6 dorm.,"70,300.00","4,900,000.00"
Jr. Diana,"Sagitario, Santiago de Surco",88 m² tot.,2 dorm.,"1,900.00","100,000.00"
